uav_u_wind,uav_v_wind,uav_uv_wind,uav_w_wind,mean_uav_uv_wind,mean_uav_w_wind,rms_uav_uv_wind,rms_uav_w_wind,std_uav_uv_wind,std_uav_w_wind,grad_uav_uv_wind,grad_uav_w_wind,m1,m2,m3,m4,m5,m6
8.3447,2.5593,8.7283,-1.3258,6.5419,1.1782,5.9796,-1.0385,2.719,0.57037,0.86595,0.19767,150,151,154,148,147,145
7.7655,2.2747,8.0918,-1.4805,6.4282,1.2222,5.8193,-1.0849,2.7984,0.5767,-0.70728,0.018983,150,151,153.5,148,147,145.25
7.05,1.9463,7.3138,-1.2878,6.2718,1.2343,5.6516,-1.1048,2.7866,0.56404,-0.53444,0.24631,150,151,153,148,147,145.5
7.0218,0.1205,7.0229,-0.98784,6.0116,1.2295,5.4327,-1.096,2.6374,0.571,-0.7779,0.26433,150,151,152.5,148,147,145.75
5.6951,0.84831,5.758,-0.75914,5.9236,1.2348,5.3661,-1.1164,2.5707,0.54061,-1.1185,-0.030308,150,151,152,148,147,146
4.786,0.00057242,4.786,-1.0485,6.0392,1.2301,5.4466,-1.1002,2.6734,0.56368,-1.1145,-0.34013,150,151.25,152.25,148,146.75,145.5
3.3944,-0.96524,3.529,-1.4394,6.2891,1.2385,5.6085,-1.0671,2.916,0.64428,-2.1652,-0.1969,150,151.5,152.5,148,146.5,145
0.19569,-0.41134,0.45552,-1.4423,6.6137,1.2502,5.8281,-1.0314,3.2035,0.72403,-1.1,-0.10552,150,151.75,152.75,148,146.25,144.5
-1.12,-0.71539,1.329,-1.6504,6.9719,1.2101,6.0866,-0.94874,3.4841,0.7697,0.43735,-0.17717,150,152,153,148,146,144
-1.3205,-0.16064,1.3302,-1.7966,7.3866,1.1957,6.3711,-0.83158,3.8301,0.88045,0.2107,0.18644,150,151.75,153.25,147.75,146,143.75
-0.77748,1.5682,1.7504,-1.2776,7.9067,1.158,6.7541,-0.68107,4.2121,0.95961,0.79214,0.086473,150,151.5,153.5,147.5,146,143.5
-0.37244,2.8906,2.9145,-1.6236,8.1821,1.1228,6.958,-0.63107,4.4113,0.95166,1.2058,0.15967,150,151.25,153.75,147.25,146,143.25
0.028091,4.1619,4.1619,-0.95821,8.442,1.0917,7.1678,-0.51946,4.5699,0.98396,1.045,0.52089,150,151,154,147,146,143
1.4475,4.7905,5.0044,-0.58186,8.7461,1.0775,7.428,-0.41025,4.7312,1.021,1.5113,0.21134,150,151,154.25,147.25,146.25,143.25
3.9717,5.9869,7.1845,-0.53553,9.0534,1.0642,7.7037,-0.3923,4.8731,1.0136,2.2165,0.19561,150,151,154.5,147.5,146.5,143.5
6.216,7.1012,9.4374,-0.19065,9.2433,1.0527,7.9201,-0.36868,4.8833,1.0104,2.0158,0.59942,150,151,154.75,147.75,146.75,143.75
