uav_u_wind,uav_v_wind,uav_uv_wind,uav_w_wind,mean_uav_uv_wind,mean_uav_w_wind,rms_uav_uv_wind,rms_uav_w_wind,std_uav_uv_wind,std_uav_w_wind,grad_uav_uv_wind,grad_uav_w_wind,m1,m2,m3,m4,m5,m6
-2.1821,4.3707,4.8852,-1.0437,9.9247,0.91629,9.4276,-0.7614,3.1782,0.52235,-1.1843,-0.10057,142,149,147,147,140,142
-0.070461,4.0523,4.0529,-0.99897,9.8176,0.88582,9.3277,-0.71881,3.1382,0.53046,-0.18759,0.21445,142,149,147,147,140,142
1.6287,4.2056,4.51,-0.61481,9.6563,0.83541,9.1876,-0.67041,3.0453,0.51077,0.97076,0.26852,141.75,149,146.75,147.25,140,142.25
3.339,4.9784,5.9944,-0.46194,9.3532,0.772,8.9304,-0.60833,2.8488,0.48705,0.94046,-0.0016374,141.5,149,146.5,147.5,140,142.5
4.3172,4.7123,6.3909,-0.61808,8.9477,0.72163,8.6055,-0.56487,2.5113,0.46018,1.0181,0.12789,141.25,149,146.25,147.75,140,142.75
6.412,4.8349,8.0306,-0.20615,8.5946,0.66148,8.2982,-0.52609,2.2929,0.41087,1.07,0.43883,141,149,146,148,140,143
7.363,4.3082,8.5308,0.25958,8.3101,0.62747,8.0349,-0.49325,2.1733,0.39743,0.49772,0.0041584,141.25,149,145.75,147.75,140,143.25
8.5463,2.9035,9.026,-0.19784,8.0575,0.60978,7.7907,-0.48218,2.1073,0.38249,0.88463,-0.14213,141.5,149,145.5,147.5,140,143.5
10.211,1.3552,10.3,-0.024674,7.802,0.59445,7.5144,-0.47139,2.1505,0.37111,1.0825,0.00015399,141.75,149,145.25,147.25,140,143.75
11.167,0.73116,11.191,-0.19753,7.6109,0.57284,7.2606,-0.45876,2.3388,0.35152,0.18402,-0.037289,142,149,145,147,140,144
10.655,0.52136,10.668,-0.099252,7.489,0.59499,7.0312,-0.47249,2.6419,0.37054,-0.82917,4.4782e-05,142.25,149,145,147,140,144
9.396,1.6085,9.5327,-0.19744,7.4152,0.5816,6.8401,-0.46427,2.934,0.35896,-0.46397,-0.14443,142.5,149,145,147,140,144
9.5601,1.8647,9.7402,-0.38811,7.3748,0.54909,6.741,-0.43934,3.065,0.33751,-0.51524,0.014175,142.75,149,145,147,140,144
8.2012,2.2424,8.5023,-0.16909,7.3434,0.54578,6.6814,-0.43622,3.1222,0.33611,-0.86692,-0.010481,143,149,145,147,140,144
7.8444,1.6024,8.0064,-0.40908,7.3022,0.53655,6.6256,-0.41711,3.1455,0.34584,-0.82544,-0.24834,143.25,149,145,146.75,140.25,144.25
6.8218,0.63545,6.8514,-0.66577,7.3276,0.52802,6.6534,-0.4085,3.1459,0.34283,-0.81917,0.043318,143.5,149,145,146.5,140.5,144.5
6.3663,-0.14945,6.368,-0.32244,7.2682,0.59205,6.595,-0.45794,3.1304,0.38452,-0.47576,-0.10346,143.75,149,145,146.25,140.75,144.75
5.8883,-0.36827,5.8998,-0.87268,7.1418,0.64935,6.4686,-0.5298,3.1018,0.38473,-0.96679,-0.20956,144,149,145,146,141,145
4.3979,-0.56776,4.4344,-0.74156,6.9916,0.72204,6.328,-0.58992,3.0465,0.42663,-1.3817,0.0030263,144,149,145.25,145.75,141,144.75
3.1333,0.14187,3.1365,-0.86663,6.7472,0.75716,6.1216,-0.63849,2.9076,0.41702,-1.4152,-0.17229,144,149,145.5,145.5,141,144.5
1.2766,0.97107,1.6039,-1.0861,6.37,0.77185,5.8086,-0.66311,2.6794,0.40476,-1.133,-0.0021847,144,149,145.75,145.25,141,144.25
-0.82826,0.26824,0.87061,-0.871,5.9739,0.78868,5.4595,-0.69407,2.4852,0.3838,0.18449,0.30534,144,149,146,145,141,144
-1.433,1.3561,1.9729,-0.47546,5.6456,0.81164,5.1618,-0.72753,2.3432,0.36867,1.1935,0.16081,144,149,146,145.25,140.75,144
-1.8356,2.6913,3.2577,-0.54938,5.2675,0.81486,4.8345,-0.73337,2.1432,0.36397,1.4248,0.20748,144,149,146,145.5,140.5,144
-2.8343,3.9017,4.8225,-0.060495,5.0357,0.82036,4.6536,-0.74753,1.9716,0.34628,1.8586,0.05605,144,149,146,145.75,140.25,144
-4.8582,5.0048,6.975,-0.43728,4.8926,0.82144,4.5511,-0.74958,1.8402,0.34429,0.99043,-0.59197,144,149,146,146,140,144
-4.5666,5.0431,6.8034,-1.2444,4.8961,0.81143,4.5536,-0.70283,1.8435,0.41554,-0.54895,-0.40607,144,149,146.25,146,140.25,143.75
-3.4251,4.7759,5.8771,-1.2494,5.0155,0.81638,4.6355,-0.66257,1.9625,0.48872,-0.36514,-0.10798,144,149,146.5,146,140.5,143.5
-3.2401,5.1365,6.0731,-1.4604,5.3269,0.8073,4.8365,-0.58901,2.2877,0.56571,0.044365,0.10232,144,149,146.75,146,140.75,143.25
-3.0279,5.1403,5.9658,-1.0448,5.828,0.8112,5.1828,-0.51435,2.7312,0.64278,-0.72736,0.37292,144,149,147,146,141,143
-1.8813,4.2179,4.6184,-0.71454,6.3873,0.78888,5.623,-0.47153,3.1045,0.64807,-1.3144,0.14771,144,149.25,147,146,140.75,143
