tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-4.1348,3.6982,5.5473,0.5,5.5581,0.5793,5.5562,0.57048,0.15261,0.10322,0.081062,0.03
-4.1999,3.8284,5.6829,0.49,5.5766,0.58364,5.5748,0.57524,0.14645,0.10112,0.022697,0.03
-4.2582,3.6257,5.5927,0.56,5.5982,0.57342,5.5968,0.56667,0.1295,0.089907,-0.058086,0.025
-4.2601,3.5833,5.5668,0.54,5.6143,0.56761,5.6131,0.56095,0.12114,0.08882,0.037891,0.02
-4.3424,3.6436,5.6685,0.6,5.6273,0.56144,5.6263,0.55524,0.1039,0.085242,0.087426,0.06
-4.3596,3.7363,5.7416,0.66,5.6369,0.55603,5.6363,0.55095,0.087595,0.076805,0.012133,-0.01
-4.2736,3.7609,5.6928,0.58,5.6474,0.54656,5.6469,0.54286,0.071423,0.065049,-0.024949,-0.045
-4.2662,3.7676,5.6917,0.57,5.6506,0.54757,5.6502,0.54381,0.067724,0.065611,-0.013819,-0.045
-4.2681,3.7252,5.6651,0.49,5.6402,0.55595,5.6398,0.55238,0.06606,0.064491,-0.0475,-0.03
-4.2281,3.6669,5.5967,0.51,5.6423,0.56807,5.6419,0.56476,0.06587,0.062739,0.023761,0.035
-4.2871,3.7756,5.7127,0.56,5.6492,0.58368,5.6489,0.58,0.059885,0.067082,0.058512,0.035
-4.2945,3.7689,5.7137,0.58,5.6591,0.59511,5.6588,0.59095,0.059509,0.071966,0.0016406,0.02
-4.3092,3.7554,5.7159,0.6,5.6592,0.60614,5.6589,0.6019,0.059533,0.073323,0.00044626,-0.03
-4.2349,3.837,5.7146,0.52,5.6641,0.61303,5.6638,0.60857,0.058066,0.07565,-0.048127,-0.025
-4.1298,3.8112,5.6197,0.55,5.6776,0.6181,5.6772,0.61381,0.066288,0.074463,-0.064409,0.07
-4.0727,3.8229,5.5858,0.66,5.6758,0.62,5.6755,0.61571,0.066997,0.074604,0.0095971,0.005
-4.2103,3.751,5.6389,0.56,5.6804,0.61445,5.68,0.61,0.074391,0.075631,0.011541,-0.035
-4.1157,3.8106,5.6089,0.59,5.6849,0.61033,5.6844,0.60524,0.077913,0.080599,-0.046478,0.035
-4.0457,3.7934,5.5459,0.63,5.6883,0.60861,5.6878,0.60333,0.079755,0.081935,0.024121,0.045
-4.1347,3.861,5.6571,0.68,5.6935,0.60679,5.6929,0.60095,0.081697,0.086018,0.06059,0.06
-4.1415,3.8684,5.6671,0.75,5.7024,0.60383,5.7019,0.59714,0.080916,0.091823,0.049473,0.025
-4.1949,3.9415,5.7561,0.73,5.7053,0.60212,5.7047,0.59524,0.082355,0.093039,0.0084925,-0.015
-4.1255,3.9101,5.6841,0.72,5.707,0.59792,5.7064,0.59048,0.082903,0.096357,-0.029599,-0.015
-4.0505,4.0059,5.6969,0.7,5.7169,0.59434,5.7162,0.58667,0.095236,0.097536,0.081552,-0.035
-4.1593,4.1098,5.8472,0.65,5.728,0.58838,5.7271,0.57857,0.10737,0.10965,-0.032359,-0.03
-4.0696,3.8935,5.6322,0.64,5.7433,0.58259,5.7422,0.57143,0.11372,0.11629,-0.0057006,-0.055
-4.1304,4.1227,5.8358,0.54,5.7563,0.57025,5.7553,0.55762,0.11059,0.12231,0.077068,-0.08
-4.104,4.0791,5.7863,0.48,5.7618,0.56192,5.7609,0.54714,0.10733,0.13119,-0.036643,-0.005
-4.0167,4.1319,5.7625,0.53,5.7666,0.55818,5.7657,0.54333,0.1023,0.13105,-0.0064188,-0.02
-4.0456,4.119,5.7735,0.44,5.7772,0.55765,5.7766,0.54286,0.089047,0.13073,0.011033,-0.05
-4.0745,4.1061,5.7846,0.43,5.7821,0.5485,5.7816,0.53429,0.084858,0.12714,-0.00048069,0.04
-4.0235,4.1392,5.7725,0.52,5.7861,0.53389,5.7855,0.52143,0.081106,0.11753,-0.017831,0.025
-4.1138,4.0158,5.7489,0.48,5.783,0.51895,5.7824,0.5081,0.083533,0.1082,0.074225,0
-4.2582,4.1141,5.921,0.52,5.787,0.50342,5.7865,0.49429,0.080526,0.097804,0.097281,-0.065
-4.3012,4.1018,5.9435,0.35,5.7905,0.49007,5.79,0.48286,0.077998,0.085857,0.0084452,-0.06
-4.3386,4.0539,5.9378,0.4,5.7873,0.48113,5.7868,0.47524,0.076903,0.076917,-0.041477,0.01
-4.3067,3.9747,5.8605,0.37,5.798,0.47749,5.7976,0.47238,0.069742,0.071408,-0.09088,-0.03
-4.1949,3.9415,5.7561,0.34,5.8037,0.47258,5.8032,0.46762,0.077239,0.069993,-0.074892,0.07
-4.1089,3.966,5.7107,0.51,5.8236,0.47072,5.8226,0.46571,0.11468,0.070183,0.0086907,0.14
-4.0456,4.119,5.7735,0.62,5.8481,0.46498,5.8463,0.46,0.1482,0.06957,0.025609,-0.005
-4.002,4.1454,5.762,0.5,5.8747,0.46686,5.8721,0.4619,0.17884,0.069543,-0.011576,-0.07
-3.9289,4.1988,5.7503,0.48,5.9027,0.46731,5.8993,0.46238,0.20621,0.069347,-0.035818,-0.025
-3.8883,4.1546,5.6903,0.45,5.9296,0.46383,5.9256,0.45905,0.22376,0.068111,0.0099518,-0.025
-3.935,4.2203,5.7702,0.43,5.9591,0.45756,5.9545,0.4519,0.23853,0.073459,0.039911,0.005
-3.9276,4.2271,5.7701,0.46,5.9736,0.44807,5.9688,0.44143,0.24535,0.078758,0.004909,0.03
-3.8902,4.275,5.78,0.49,5.9888,0.44411,5.9837,0.43524,0.25306,0.090533,0.044969,0.06
-3.9368,4.3407,5.8601,0.58,6.0006,0.43859,5.9954,0.42762,0.2565,0.099895,0.086499,-0.025
-4.1598,4.2584,5.953,0.44,6.0176,0.43671,6.0123,0.42524,0.25886,0.10191,0.16642,-0.07
