tower_u_wind,tower_v_wind,tower_uv_wind,tower_w_wind,mean_tower_uv_wind,mean_tower_w_wind,rms_tower_uv_wind,rms_tower_w_wind,std_tower_uv_wind,std_tower_w_wind,grad_tower_uv_wind,grad_tower_w_wind
-1.2294,-1.2486,1.7523,0.06,1.7519,0.071414,1.7517,0.07,0.030647,0.014491,0.0096533,0
-1.2712,-1.2327,1.7707,0.07,1.7546,0.073095,1.7543,0.071429,0.032184,0.015901,0.0091967,0
-1.2712,-1.2327,1.7707,0.06,1.7607,0.075813,1.7604,0.07381,0.033166,0.017742,0.00015529,-0.01
-1.2644,-1.24,1.771,0.05,1.7631,0.078133,1.7628,0.07619,0.035276,0.017742,0.0055454,0
-1.2583,-1.2615,1.7818,0.06,1.7671,0.079222,1.7667,0.077143,0.037384,0.018478,0.0056286,0.01
-1.2516,-1.2689,1.7823,0.07,1.772,0.07994,1.7716,0.078095,0.036354,0.017498,-0.0044871,0.005
-1.2374,-1.2695,1.7728,0.07,1.7768,0.081824,1.7766,0.08,0.029816,0.017607,-0.014082,-0.005
-1.2092,-1.2708,1.7541,0.06,1.7812,0.08298,1.781,0.080952,0.028042,0.018683,0.0052865,0.01
-1.238,-1.2837,1.7834,0.09,1.7843,0.089203,1.7841,0.085238,0.025789,0.026948,0.0099768,0.02
-1.2239,-1.2843,1.7741,0.1,1.7853,0.098754,1.7852,0.091429,0.023812,0.038247,0.0073294,0
-1.2049,-1.3346,1.7981,0.09,1.7849,0.10601,1.7847,0.097143,0.024597,0.043491,0.011996,0
-1.2049,-1.3346,1.7981,0.1,1.7844,0.11389,1.7842,0.10381,0.025407,0.048008,0.014058,0.01
-1.2405,-1.3402,1.8262,0.11,1.7819,0.12181,1.7817,0.11048,0.029104,0.052581,0.0086759,0
-1.2399,-1.326,1.8154,0.1,1.7787,0.12873,1.7784,0.11714,0.033922,0.054694,-0.00076695,-0.005
-1.254,-1.3254,1.8246,0.1,1.7741,0.13549,1.7736,0.12429,0.041323,0.055279,-0.0010334,-0.015
-1.2602,-1.3039,1.8133,0.07,1.7685,0.14174,1.7678,0.13095,0.048053,0.055579,-0.019948,0
-1.2245,-1.2984,1.7847,0.1,1.7617,0.14689,1.7609,0.13667,0.0558,0.055166,0.00031704,0.02
-1.2534,-1.3113,1.814,0.11,1.7567,0.15247,1.7558,0.14286,0.059413,0.054602,0.0057665,0.035
-1.2184,-1.3199,1.7963,0.17,1.7534,0.15805,1.7523,0.14952,0.06157,0.052486,-0.03026,0.05
-1.2159,-1.2634,1.7535,0.21,1.7471,0.16339,1.746,0.15524,0.065063,0.052213,-0.027376,0.01
-1.1404,-1.3162,1.7415,0.19,1.7423,0.16662,1.7411,0.15905,0.066653,0.050883,-0.0059657,-0.005
-1.1404,-1.3162,1.7415,0.2,1.7362,0.17169,1.735,0.16476,0.06702,0.049459,-0.011619,0.01
-1.0845,-1.3328,1.7183,0.21,1.73,0.17693,1.7288,0.17048,0.066941,0.048526,-0.019982,0
-1.0562,-1.3341,1.7016,0.2,1.7224,0.18119,1.7213,0.17524,0.064238,0.047183,-0.023962,-0.005
-1.0409,-1.3064,1.6704,0.2,1.7131,0.18561,1.7119,0.18048,0.0642,0.044438,-0.020538,0
